item_name,price_gp,normalized_name,source
Trident of Fish Command Yes Uncommon,300.0,trident of fish command yes uncommon,DMPG
Weapon of Warning Yes Uncommon,400.0,weapon of warning yes uncommon,DMPG
+2 Weapon (any) No Rare,2500.0,weapon any no rare +2,DMPG
Acheron Blade (any sword) Yes Rare,900.0,acheron blade any sword yes rare,DMPG
Berserker Axe (cursed) Yes Rare,2000.0,berserker axe cursed yes rare,DMPG
Corpse Slayer (any weapon) Yes Rare,1300.0,corpse slayer any weapon yes rare,DMPG
Dagger of Venom No Rare,1500.0,dagger of venom no rare,DMPG
Devotee's Censer Yes (cleric/paladin) Rare,4500.0,devotees censer yes cleric/paladin rare,DMPG
Dragon Slayer (any sword) No Rare,4800.0,dragon slayer any sword no rare,DMPG
Dragontooth Dagger No Rare,5000.0,dragontooth dagger no rare,DMPG
Flame Tongue (any sword) Yes Rare,5000.0,flame tongue any sword yes rare,DMPG
Giant Slayer (any axe or sword) No Rare,4600.0,giant slayer any axe or sword no rare,DMPG
Mace of Disruption Yes Rare,1750.0,mace of disruption yes rare,DMPG
Mace of Smiting No Rare,2000.0,mace of smiting no rare,DMPG
Mace of Terror Yes Rare,3500.0,mace of terror yes rare,DMPG
+2 Moon Sickle Yes (druid/ranger) Rare,4000.0,moon sickle yes druid/ranger rare +2,DMPG
Needle of Mending (dagger) Yes Rare,1400.0,needle of mending dagger yes rare,DMPG
Sun Blade (longsword) Yes Rare,2000.0,sun blade longsword yes rare,DMPG
Sunforger (warhammer) Yes Rare,4600.0,sunforger warhammer yes rare,DMPG
Sword of Life Stealing (any sword) Yes Rare,2200.0,sword of life stealing any sword yes rare,DMPG
Sword of Wounding (any sword) Yes Rare,1200.0,sword of wounding any sword yes rare,DMPG
Two-Birds Sling No Rare,4000.0,two-birds sling no rare,DMPG
Vicious Weapon (any weapon) No Rare,4000.0,vicious weapon any weapon no rare,DMPG
Weapon of Certain Death (any weapon) No Rare,1500.0,weapon of certain death any weapon no rare,DMPG
+3 Weapon (any) No Very Rare,15000.0,weapon any no very rare +3,DMPG
Bloodaxe (greataxe) Yes Very Rare,27000.0,bloodaxe greataxe yes very rare,DMPG
Dancing Sword (any sword) Yes Very Rare,10000.0,dancing sword any sword yes very rare,DMPG
Duskcrusher (warhammer) Yes Very Rare,8500.0,duskcrusher warhammer yes very rare,DMPG
Dwarven Thrower (warhammer) Yes Very Rare,25000.0,dwarven thrower warhammer yes very rare,DMPG
Dyrrn's Tentacle Whip Yes Very Rare,17000.0,dyrrns tentacle whip yes very rare,DMPG
Frost Brand (any sword) Yes Very Rare,11000.0,frost brand any sword yes very rare,DMPG
+3 Moon Sickle Yes (druid/ranger) Very Rare,16500.0,moon sickle yes druid/ranger very rare +3,DMPG
Nine Lives Stealer (any sword) Yes Very Rare,36000.0,nine lives stealer any sword yes very rare,DMPG
Oathbow (longbow) Yes Very Rare,13000.0,oathbow longbow yes very rare,DMPG
Scimitar of Speed Yes Very Rare,7500.0,scimitar of speed yes very rare,DMPG
Spear of Backbiting (spear or javelin) Yes Very Rare,6500.0,spear of backbiting spear or javelin yes very rare,DMPG
Sword of the Paruns (longsword) Yes Very Rare,16000.0,sword of the paruns longsword yes very rare,DMPG
Sword of Sharpness (slashing swords) Yes Very Rare,42000.0,sword of sharpness slashing swords yes very rare,DMPG
Azuredge (battleaxe) Yes Legendary,53000.0,azuredge battleaxe yes legendary,DMPG
Bookmark (dagger) Yes Legendary,30000.0,bookmark dagger yes legendary,DMPG
Dawnbringer (longsword) Yes (non-evil) Legendary,57000.0,dawnbringer longsword yes non-evil legendary,DMPG
Defender (any sword) Yes Legendary,55000.0,defender any sword yes legendary,DMPG
Drown (trident) Yes Legendary,66000.0,drown trident yes legendary,DMPG
Fane-Eater Yes (evil cleric/paladin) Legendary,55000.0,fane-eater yes evil cleric/paladin legendary,DMPG
Gurt's Greataxe Yes Legendary,67000.0,gurts greataxe yes legendary,DMPG
Hammer of Thunderbolts (maul) Yes Legendary,51000.0,hammer of thunderbolts maul yes legendary,DMPG
Hazirawn (greatsword) Yes Legendary,66000.0,hazirawn greatsword yes legendary,DMPG
Holy Avenger (any sword) Yes (paladin) Legendary,65000.0,holy avenger any sword yes paladin legendary,DMPG
Ironfang (war pick) Yes Legendary,76000.0,ironfang war pick yes legendary,DMPG
Korolnor Scepter Yes Legendary,63000.0,korolnor scepter yes legendary,DMPG
Luck Blade (any sword) Yes Legendary,100000.0,luck blade any sword yes legendary,DMPG
Matalotok (warhammer) Yes Legendary,70000.0,matalotok warhammer yes legendary,DMPG
Orcsplitter (greataxe) Yes (good dwarf/fighter/paladin) Legendary,60000.0,orcsplitter greataxe yes good dwarf/fighter/paladin legendary,DMPG
Rakdos Riteknife (dagger) Yes Legendary,60000.0,rakdos riteknife dagger yes legendary,DMPG
Sunsword (longsword) Yes Legendary,55000.0,sunsword longsword yes legendary,DMPG
Sword of Answering (longsword) Yes (same alignment) Legendary,51000.0,sword of answering longsword yes same alignment legendary,DMPG
Tinderstrike (dagger) Yes Legendary,71000.0,tinderstrike dagger yes legendary,DMPG
Vorpal Sword (slashing swords) Yes Legendary,75000.0,vorpal sword slashing swords yes legendary,DMPG
Waythe (greatsword) Yes Legendary,62000.0,waythe greatsword yes legendary,DMPG
Windvane (spear) Yes Legendary,68000.0,windvane spear yes legendary,DMPG
Unbreakable Arrow (arrow) Common,25.0,unbreakable arrow arrow common,DMPG
Walloping Ammunition (any) Common,30.0,walloping ammunition any common,DMPG
+1 Ammunition (any) Uncommon,50.0,ammunition any uncommon +1,DMPG
+2 Ammunition (any) Rare,250.0,ammunition any rare +2,DMPG
+3 Ammunition (any) Very Rare,1250.0,ammunition any very rare +3,DMPG
Arrow of Slaying (any) Very Rare,1000.0,arrow of slaying any very rare,DMPG
Sling Bullets of Althemone Very Rare,5500.0,sling bullets of althemone very rare,DMPG
Shield of Expression No Common,50.0,shield of expression no common,DMPG
+1 Shield No Uncommon,450.0,shield no uncommon +1,DMPG
Sentinel Shield No Uncommon,300.0,sentinel shield no uncommon,DMPG
+2 Shield No Rare,4000.0,shield no rare +2,DMPG
Arrow-Catching Shield Yes Rare,4500.0,arrow-catching shield yes rare,DMPG
Battering Shield Yes Rare,850.0,battering shield yes rare,DMPG
Pariah's Shield Yes Rare,1500.0,pariahs shield yes rare,DMPG
Shield of Missile Attraction Yes Rare,1000.0,shield of missile attraction yes rare,DMPG
Skold Rune Shield Yes Rare,2600.0,skold rune shield yes rare,DMPG
Stein Rune Shield Yes Rare,4600.0,stein rune shield yes rare,DMPG
+3 Shield No Very Rare,22000.0,shield no very rare +3,DMPG
Animated Shield Yes Very Rare,6000.0,animated shield yes very rare,DMPG
Spellguard Shield Yes Very Rare,36000.0,spellguard shield yes very rare,DMPG
Shield of the Hidden Lord Yes Legendary,86000.0,shield of the hidden lord yes legendary,DMPG
"Vind Rune Armor (light, medium, or heavy) Yes Uncommon",300.0,vind rune armor light medium or heavy yes uncommon,DMPG
"Ild Rune Armor (light, medium, or heavy) Yes Rare",3000.0,ild rune armor light medium or heavy yes rare,DMPG
Scorpion Armor (plate) Yes Rare,2100.0,scorpion armor plate yes rare,DMPG
Hunter's Coat (leather) Yes Very Rare,5000.0,hunters coat leather yes very rare,DMPG
Last Stand Armor (any armor) No Very Rare,6500.0,last stand armor any armor no very rare,DMPG
Living Armor Yes Very Rare,9500.0,living armor yes very rare,DMPG
Obsidian Flint Dragon Plate No Legendary,27000.0,obsidian flint dragon plate no legendary,DMPG
Immovable Rod No Uncommon,500.0,immovable rod no uncommon,DMPG
Rod of the Pact Keeper (+1) Yes Uncommon,400.0,rod of the pact keeper +1 yes uncommon,DMPG
Rod of Retribution Yes Uncommon,250.0,rod of retribution yes uncommon,DMPG
Rod of Rulership Yes Rare,3600.0,rod of rulership yes rare,DMPG
Rod of the Pact Keeper (+2) Yes Rare,4000.0,rod of the pact keeper +2 yes rare,DMPG
Rod of the Vonindod Yes Rare,3400.0,rod of the vonindod yes rare,DMPG
Tentacle Rod Yes Rare,2000.0,tentacle rod yes rare,DMPG
Rod of Absorption Yes Very Rare,48000.0,rod of absorption yes very rare,DMPG
Rod of Alertness Yes Very Rare,11000.0,rod of alertness yes very rare,DMPG
Rod of Security No Very Rare,45000.0,rod of security no very rare,DMPG
Rod of the Pact Keeper (+3) Yes Very Rare,14000.0,rod of the pact keeper +3 yes very rare,DMPG
Rod of Lordly Might Yes Legendary,70000.0,rod of lordly might yes legendary,DMPG
Rod of Resurrection Yes Legendary,125000.0,rod of resurrection yes legendary,DMPG
Imbued Wood Focus Yes Common,75.0,imbued wood focus yes common,DMPG
Wand of Conducting No Common,90.0,wand of conducting no common,DMPG
Wand of Pyrotechnics No Common,65.0,wand of pyrotechnics no common,DMPG
Wand of Scowls No Common,60.0,wand of scowls no common,DMPG
Wand of Smiles No Common,60.0,wand of smiles no common,DMPG
+1 Wand of the War Mage Yes Uncommon,400.0,wand of the war mage yes uncommon +1,DMPG
Wand of Entangle Yes (spellcaster) Uncommon,300.0,wand of entangle yes spellcaster uncommon,DMPG
Wand of Magic Detection No Uncommon,150.0,wand of magic detection no uncommon,DMPG
Wand of Magic Missiles No Uncommon,300.0,wand of magic missiles no uncommon,DMPG
Wand of Secrets No Uncommon,125.0,wand of secrets no uncommon,DMPG
Wand of Web Yes Uncommon,250.0,wand of web yes uncommon,DMPG
+2 Wand of the War Mage Yes Rare,4000.0,wand of the war mage yes rare +2,DMPG
Wand of Binding Yes Rare,2500.0,wand of binding yes rare,DMPG
Wand of Enemy Detection Yes Rare,3750.0,wand of enemy detection yes rare,DMPG
Wand of Fear Yes Rare,3250.0,wand of fear yes rare,DMPG
Wand of Fireballs Yes Rare,4800.0,wand of fireballs yes rare,DMPG
Wand of Lightning Bolts Yes Rare,4800.0,wand of lightning bolts yes rare,DMPG
Wand of Paralysis Yes Rare,4250.0,wand of paralysis yes rare,DMPG
Wand of Viscid Globs Yes Rare,900.0,wand of viscid globs yes rare,DMPG
Wand of Winter Yes Rare,4100.0,wand of winter yes rare,DMPG
Wand of Wonder Yes Rare,2250.0,wand of wonder yes rare,DMPG
+3 Wand of the War Mage Yes Very Rare,14000.0,wand of the war mage yes very rare +3,DMPG
Wand of Polymorph Yes Very Rare,21000.0,wand of polymorph yes very rare,DMPG
Staff of Adornment No Common,50.0,staff of adornment no common,DMPG
Staff of Birdcalls No Common,70.0,staff of birdcalls no common,DMPG
Staff of Flowers No Common,50.0,staff of flowers no common,DMPG
Skyblinder Staff Yes Uncommon,375.0,skyblinder staff yes uncommon,DMPG
Staff of the Adder Yes Uncommon,350.0,staff of the adder yes uncommon,DMPG
Staff of the Python Yes Uncommon,250.0,staff of the python yes uncommon,DMPG
Gulthias Staff Yes Rare,2200.0,gulthias staff yes rare,DMPG
Spider Staff Yes Rare,1750.0,spider staff yes rare,DMPG
Staff of Charming Yes Rare,3750.0,staff of charming yes rare,DMPG
Staff of Defense Yes Rare,3400.0,staff of defense yes rare,DMPG
Staff of Healing Yes Rare,4800.0,staff of healing yes rare,DMPG
Staff of Swarming Insects Yes Rare,4500.0,staff of swarming insects yes rare,DMPG
Staff of the Ivory Claw Yes (spellcaster) Rare,1000.0,staff of the ivory claw yes spellcaster rare,DMPG
Staff of the Woodlands Yes Rare,4500.0,staff of the woodlands yes rare,DMPG
Staff of Withering Yes Rare,2100.0,staff of withering yes rare,DMPG
Staff of Dunamancy Yes (wizard) Very Rare,27000.0,staff of dunamancy yes wizard very rare,DMPG
Staff of Fire Yes Very Rare,18000.0,staff of fire yes very rare,DMPG
Staff of Frost Yes Very Rare,18000.0,staff of frost yes very rare,DMPG
Staff of Power Yes Very Rare,46000.0,staff of power yes very rare,DMPG
Staff of Striking Yes Very Rare,36000.0,staff of striking yes very rare,DMPG
Staff of Thunder and Lightning Yes Very Rare,30000.0,staff of thunder and lightning yes very rare,DMPG
Voyager Staff Yes (spellcaster) Very Rare,10500.0,voyager staff yes spellcaster very rare,DMPG
Blackstaff Yes (special) Legendary,72000.0,blackstaff yes special legendary,DMPG
Dragonstaff of Anghairon Yes Legendary,50500.0,dragonstaff of anghairon yes legendary,DMPG
Staff of the Magi Yes Legendary,98000.0,staff of the magi yes legendary,DMPG
Guild Signet Yes Uncommon,350.0,guild signet yes uncommon,DMPG
Ring of Jumping Yes Uncommon,250.0,ring of jumping yes uncommon,DMPG
Ring of Mind Shielding Yes Uncommon,450.0,ring of mind shielding yes uncommon,DMPG
Ring of Obscuring Yes Uncommon,150.0,ring of obscuring yes uncommon,DMPG
Ring of Swimming No Uncommon,300.0,ring of swimming no uncommon,DMPG
Ring of Truth Telling Yes Uncommon,150.0,ring of truth telling yes uncommon,DMPG
Ring of Warmth Yes Uncommon,480.0,ring of warmth yes uncommon,DMPG
Ring of Water Walking No Uncommon,500.0,ring of water walking no uncommon,DMPG
Ring of Animal Influence No Rare,1000.0,ring of animal influence no rare,DMPG
Ring of Evasion Yes Rare,4900.0,ring of evasion yes rare,DMPG
Ring of Feather Falling Yes Rare,2200.0,ring of feather falling yes rare,DMPG
Ring of Free Action Yes Rare,4500.0,ring of free action yes rare,DMPG
Ring of Protection Yes Rare,3000.0,ring of protection yes rare,DMPG
Ring of Resistance Yes Rare,3500.0,ring of resistance yes rare,DMPG
Ring of Spell Storing Yes Rare,3600.0,ring of spell storing yes rare,DMPG
Ring of Temporal Salvation Yes Rare,2250.0,ring of temporal salvation yes rare,DMPG
Ring of the Ram Yes Rare,4000.0,ring of the ram yes rare,DMPG
Ring of X-Ray Vision Yes Rare,3500.0,ring of x-ray vision yes rare,DMPG
Ring of Elemental Command Yes Legendary,200000.0,ring of elemental command yes legendary,DMPG
Ring of Invisibility Yes Legendary,75000.0,ring of invisibility yes legendary,DMPG
Ring of Spell Turning Yes Legendary,66000.0,ring of spell turning yes legendary,DMPG
Ring of Three Wishes No Legendary,97950.0,ring of three wishes no legendary,DMPG
Ring of Regeneration Yes Very Rare,40000.0,ring of regeneration yes very rare,DMPG
Ring of Shooting Stars Yes Very Rare,20000.0,ring of shooting stars yes very rare,DMPG
Ring of Telekinesis Yes Very Rare,25000.0,ring of telekinesis yes very rare,DMPG
Ring of Djinni Summoning Yes Legendary,125000.0,ring of djinni summoning yes legendary,DMPG
Breathing Bubble No Common,50.0,breathing bubble no common,DMPG
Dread Helm No Common,55.0,dread helm no common,DMPG
Hat of Vermin No Common,65.0,hat of vermin no common,DMPG
Hat of Wizardry Yes (wizard) Common,75.0,hat of wizardry yes wizard common,DMPG
Cap of Water Breathing No Uncommon,450.0,cap of water breathing no uncommon,DMPG
Circlet of Blasting No Uncommon,350.0,circlet of blasting no uncommon,DMPG
Hat of Disguise Yes Uncommon,475.0,hat of disguise yes uncommon,DMPG
Headband of Intellect Yes Uncommon,450.0,headband of intellect yes uncommon,DMPG
Helm of Comprehending Languages No Uncommon,200.0,helm of comprehending languages no uncommon,DMPG
Helm of Telepathy Yes Uncommon,300.0,helm of telepathy yes uncommon,DMPG
Helm of Underwater Action Yes Uncommon,500.0,helm of underwater action yes uncommon,DMPG
Spies' Murmur Yes Uncommon,475.0,spies murmur yes uncommon,DMPG
Helm of Teleportation Yes Rare,4250.0,helm of teleportation yes rare,DMPG
Helm of the Gods Yes Rare,1200.0,helm of the gods yes rare,DMPG
Ioun Stone: Awareness Yes Rare,4000.0,ioun stone: awareness yes rare,DMPG
Ioun Stone: Protection Yes Rare,3600.0,ioun stone: protection yes rare,DMPG
Ioun Stone: Reserve Yes Rare,4500.0,ioun stone: reserve yes rare,DMPG
Ioun Stone: Sustenance Yes Rare,3000.0,ioun stone: sustenance yes rare,DMPG
Knave's Eye Patch Yes Rare,2000.0,knaves eye patch yes rare,DMPG
Helm of Brilliance Yes Very Rare,32000.0,helm of brilliance yes very rare,DMPG
Helm of Devil Command Yes (special) Very Rare,21500.0,helm of devil command yes special very rare,DMPG
Ioun Stone: Absorption Yes Very Rare,20000.0,ioun stone: absorption yes very rare,DMPG
Ioun Stone: Agility Yes Very Rare,8000.0,ioun stone: agility yes very rare,DMPG
Ioun Stone: Fortitude Yes Very Rare,8000.0,ioun stone: fortitude yes very rare,DMPG
Ioun Stone: Insight Yes Very Rare,8000.0,ioun stone: insight yes very rare,DMPG
Ioun Stone: Intellect Yes Very Rare,8000.0,ioun stone: intellect yes very rare,DMPG
Ioun Stone: Leadership Yes Very Rare,8000.0,ioun stone: leadership yes very rare,DMPG
Peregrine Mask Yes Very Rare,6000.0,peregrine mask yes very rare,DMPG
Ioun Stone: Strength Yes Very Rare,8000.0,ioun stone: strength yes very rare,DMPG
Belashyrra's Beholder Crown Yes Legendary,51000.0,belashyrras beholder crown yes legendary,DMPG
Ioun Stone: Greater Absorption Yes Legendary,60000.0,ioun stone: greater absorption yes legendary,DMPG
Ioun Stone: Mastery Yes Legendary,60000.0,ioun stone: mastery yes legendary,DMPG
Ioun Stone: Regeneration Yes Legendary,55000.0,ioun stone: regeneration yes legendary,DMPG
Lost Crown of Besilmer Yes Legendary,23000.0,lost crown of besilmer yes legendary,DMPG
Ersatz Eye Yes Common,75.0,ersatz eye yes common,DMPG
Eyes of Charming Yes Uncommon,300.0,eyes of charming yes uncommon,DMPG
Eyes of Minute Seeing No Uncommon,150.0,eyes of minute seeing no uncommon,DMPG
Eyes of the Eagle Yes Uncommon,400.0,eyes of the eagle yes uncommon,DMPG
Finder's Goggles Yes (Mark of Finding) Uncommon,500.0,finders goggles yes mark of finding uncommon,DMPG
Goggles of Night No Uncommon,300.0,goggles of night no uncommon,DMPG
Goggles of Object Reading Yes Uncommon,350.0,goggles of object reading yes uncommon,DMPG
Mast of the Beast No Uncommon,200.0,mast of the beast no uncommon,DMPG
Black Dragon Mask Yes Legendary,95000.0,black dragon mask yes legendary,DMPG
Clockwork Amulet No Common,100.0,clockwork amulet no common,DMPG
Dark Shard Amulet Yes (warlock) Common,75.0,dark shard amulet yes warlock common,DMPG
Amulet of Proof Against Detection and Location Yes Uncommon,400.0,amulet of proof against detection and location yes uncommon,DMPG
+1 Amulet of the Devout Yes (cleric/paladin) Uncommon,425.0,amulet of the devout yes cleric/paladin uncommon +1,DMPG
Amulet of the Drunkard No Uncommon,500.0,amulet of the drunkard no uncommon,DMPG
Brooch of Shielding Yes Uncommon,375.0,brooch of shielding yes uncommon,DMPG
Medallion of Thoughts Yes Uncommon,300.0,medallion of thoughts yes uncommon,DMPG
Necklace of Adaptation Yes Uncommon,450.0,necklace of adaptation yes uncommon,DMPG
Periapt of Health No Uncommon,250.0,periapt of health no uncommon,DMPG
Periapt of Wound Closure Yes Uncommon,375.0,periapt of wound closure yes uncommon,DMPG
Amulet of Health Yes Rare,4000.0,amulet of health yes rare,DMPG
Amulet of Protection from Turning Yes Rare,3600.0,amulet of protection from turning yes rare,DMPG
+2 Amulet of the Devout Yes (cleric/paladin) Rare,4250.0,amulet of the devout yes cleric/paladin rare +2,DMPG
Charm of Plant Command Yes Rare,1500.0,charm of plant command yes rare,DMPG
Necklace of Fireballs No Rare,4350.0,necklace of fireballs no rare,DMPG
Necklace of Prayer Beads Yes (cleric/druid/paladin) Rare,5000.0,necklace of prayer beads yes cleric/druid/paladin rare,DMPG
Periapt of Proof Against Poison No Rare,4700.0,periapt of proof against poison no rare,DMPG
Amulet of the Black Skull Yes Very Rare,6400.0,amulet of the black skull yes very rare,DMPG
+3 Amulet of the Devout Yes (cleric/paladin) Very Rare,14500.0,amulet of the devout yes cleric/paladin very rare +3,DMPG
Amulet of the Planes Yes Very Rare,43000.0,amulet of the planes yes very rare,DMPG
Holy Symbol of Ravenkind Yes (good cleric/paladin) Legendary,51000.0,holy symbol of ravenkind yes good cleric/paladin legendary,DMPG
Scarab of Protection Yes Legendary,58000.0,scarab of protection yes legendary,DMPG
Cloak of Billowing No Common,100.0,cloak of billowing no common,DMPG
Cloak of Many Fashions No Common,90.0,cloak of many fashions no common,DMPG
Cloak of Elvenkind Yes Uncommon,250.0,cloak of elvenkind yes uncommon,DMPG
Cloak of Protection Yes Uncommon,400.0,cloak of protection yes uncommon,DMPG
Cloak of the Manta Ray No Uncommon,350.0,cloak of the manta ray no uncommon,DMPG
Nature's Mantle Yes (druid/ranger) Uncommon,325.0,natures mantle yes druid/ranger uncommon,DMPG
Piwafwi (Cloak of Elvenkind) Yes Uncommon,200.0,piwafwi cloak of elvenkind yes uncommon,DMPG
Cape of the Mountebank No Rare,3900.0,cape of the mountebank no rare,DMPG
Cloak of Displacement Yes Rare,3600.0,cloak of displacement yes rare,DMPG
Cloak of the Bat Yes Rare,4600.0,cloak of the bat yes rare,DMPG
Hell Hound Cloak Yes Rare,1700.0,hell hound cloak yes rare,DMPG
Ise Rune Cloak Yes Rare,1200.0,ise rune cloak yes rare,DMPG
Mantle of Spell Resistance Yes Rare,4200.0,mantle of spell resistance yes rare,DMPG
Piwafwi of Fire Resistance Yes Rare,1400.0,piwafwi of fire resistance yes rare,DMPG
Vind Rune Cloak Yes Rare,650.0,vind rune cloak yes rare,DMPG
