name,source,old,new,pct,bucket,evidence
Berserker Halberd,Dungeon Master's Guide (2024),652.50,3847.50,489.66,kh7-wave1,hp_max_per_level=1.0
Berserker Greataxe,Dungeon Master's Guide (2024),714.92,4215.55,489.65,kh7-wave1,hp_max_per_level=1.0
Demonglass Wooden Staff,Frontiers of Eberron: Quickstone,796.66,4215.37,429.13,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Quarterstaff Armblade,Eberron: Rising from the Last War,80.96,301.62,272.55,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Mace Armblade,Eberron: Rising from the Last War,80.96,301.62,272.55,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Lance Armblade,Eberron: Rising from the Last War,88.32,328.56,272.01,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Warhammer Armblade,Eberron: Rising from the Last War,87.71,324.79,270.30,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Whip Armblade,Eberron: Rising from the Last War,80.00,295.67,269.59,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Spear Armblade,Eberron: Rising from the Last War,80.00,295.67,269.59,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Scimitar Armblade,Eberron: Rising from the Last War,80.00,295.67,269.59,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Battleaxe Armblade,Eberron: Rising from the Last War,86.96,320.17,268.18,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Trident Armblade,Eberron: Rising from the Last War,86.96,320.17,268.18,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Morningstar Armblade,Eberron: Rising from the Last War,86.96,320.17,268.18,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Longsword Armblade,Eberron: Rising from the Last War,86.00,314.21,265.36,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Yklwa Armblade,Eberron: Rising from the Last War,86.00,314.21,265.36,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Light Hammer Armblade,Eberron: Rising from the Last War,78.64,287.27,265.30,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sickle Armblade,Eberron: Rising from the Last War,78.64,287.27,265.30,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Club Armblade,Eberron: Rising from the Last War,78.64,287.27,265.30,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Hooked Shortspear Armblade,Eberron: Rising from the Last War,78.64,287.27,265.30,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Handaxe Armblade,Eberron: Rising from the Last War,78.64,287.27,265.30,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Shortsword Armblade,Eberron: Rising from the Last War,78.64,287.27,265.30,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Javelin Armblade,Eberron: Rising from the Last War,78.64,287.27,265.30,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
War Pick Armblade,Eberron: Rising from the Last War,84.64,305.82,261.32,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Flail Armblade,Eberron: Rising from the Last War,84.64,305.82,261.32,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Rapier Armblade,Eberron: Rising from the Last War,84.64,305.82,261.32,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Dagger Armblade,Eberron: Rising from the Last War,76.32,272.92,257.60,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
War Staff,Exploring Eberron (2024),89.25,259.52,190.78,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Demonglass Heavy Sentira Lens,Frontiers of Eberron: Quickstone,664.04,1828.08,175.30,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Demonglass Light Sentira Lens,Frontiers of Eberron: Quickstone,649.24,1762.97,171.54,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Demonglass Hand Sentira Lens,Frontiers of Eberron: Quickstone,643.34,1737.00,170.00,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Demonglass Heavy Bayonet,Frontiers of Eberron: Quickstone,655.35,1755.40,167.86,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Staff of the Rooted Hills,Bigby Presents: Glory of the Giants,968.34,2593.40,167.82,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Demonglass Light Bayonet,Frontiers of Eberron: Quickstone,630.64,1681.15,166.58,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Dagger,Frontiers of Eberron: Quickstone,697.49,1627.07,133.28,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Shortsword,Frontiers of Eberron: Quickstone,710.98,1651.76,132.32,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Sickle,Frontiers of Eberron: Quickstone,710.98,1651.76,132.32,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Javelin,Frontiers of Eberron: Quickstone,710.98,1651.76,132.32,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Club,Frontiers of Eberron: Quickstone,710.98,1651.76,132.32,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Light Hammer,Frontiers of Eberron: Quickstone,710.98,1651.76,132.32,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Handaxe,Frontiers of Eberron: Quickstone,710.98,1651.76,132.32,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Scimitar,Frontiers of Eberron: Quickstone,718.88,1666.21,131.78,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Spear,Frontiers of Eberron: Quickstone,718.88,1666.21,131.78,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Whip,Frontiers of Eberron: Quickstone,718.88,1666.21,131.78,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Quarterstaff,Frontiers of Eberron: Quickstone,724.47,1676.46,131.41,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Mace,Frontiers of Eberron: Quickstone,724.47,1676.46,131.41,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Flail,Frontiers of Eberron: Quickstone,739.11,1703.25,130.45,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Rapier,Frontiers of Eberron: Quickstone,739.11,1703.25,130.45,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane War Pick,Frontiers of Eberron: Quickstone,739.11,1703.25,130.45,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Longsword,Frontiers of Eberron: Quickstone,747.00,1717.69,129.95,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Trident,Frontiers of Eberron: Quickstone,752.60,1727.94,129.60,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Battleaxe,Frontiers of Eberron: Quickstone,752.60,1727.94,129.60,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Morningstar,Frontiers of Eberron: Quickstone,752.60,1727.94,129.60,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Warhammer,Frontiers of Eberron: Quickstone,756.94,1735.89,129.33,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Glaive,Frontiers of Eberron: Quickstone,760.49,1742.38,129.11,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Halberd,Frontiers of Eberron: Quickstone,760.49,1742.38,129.11,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Lance,Frontiers of Eberron: Quickstone,760.49,1742.38,129.11,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Greatclub,Frontiers of Eberron: Quickstone,770.43,1760.58,128.52,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Pike,Frontiers of Eberron: Quickstone,781.87,1781.52,127.85,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Greatsword,Frontiers of Eberron: Quickstone,788.61,1793.87,127.47,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Greataxe,Frontiers of Eberron: Quickstone,791.61,1799.36,127.30,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Stonebane Maul,Frontiers of Eberron: Quickstone,798.56,1812.06,126.92,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Medal of the Meat Pie,Critical Role: Call of the Netherdeep,99.23,213.58,115.24,kh7-wave1,temp_hp_avg=7.0
Scythed Arm Blades,Monsters of Drakkenheim,3058.75,6503.68,112.63,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sunforger,Guildmasters' Guide to Ravnica,3058.75,6503.68,112.63,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Spell Gem (Jade),Out of the Abyss,10639.83,100.00,-99.06,floor-gap-or-value-landing,new 100.00 below very_rare floor 1000
Spell Gem (Amber),Out of the Abyss,10639.83,115.58,-98.91,floor-gap-or-value-landing,new 115.58 below very_rare floor 1000
Spell Gem (Lapis lazuli),Out of the Abyss,847.07,10.00,-98.82,floor-gap-or-value-landing,new 10.00 below uncommon floor 50
Spell Gem (Obsidian),Out of the Abyss,847.07,10.00,-98.82,floor-gap-or-value-landing,new 10.00 below uncommon floor 50
Spell Gem (Bloodstone),Out of the Abyss,3287.22,50.00,-98.48,floor-gap-or-value-landing,new 50.00 below rare floor 200
Spell Gem (Quartz),Out of the Abyss,3287.22,50.00,-98.48,floor-gap-or-value-landing,new 50.00 below rare floor 200
Spell Gem (Star ruby),Out of the Abyss,36498.09,1000.00,-97.26,floor-gap-or-value-landing,new 1000 exact signature 1000 AND below legendary floor 8000 (RARIETY_FLOORS per pricing_engine.py:56)
Spell Gem (Topaz),Out of the Abyss,10639.83,500.00,-95.30,floor-gap-or-value-landing,new 500.00 below very_rare floor 1000
Shard Solitaire (Black Sapphire),Keys from the Golden Vault,95577.32,5000.00,-94.77,floor-gap-or-value-landing,new 5000 exact signature 5000 AND below legendary floor 8000 (RARIETY_FLOORS per pricing_engine.py:56)
Shard Solitaire (Diamond),Keys from the Golden Vault,95577.32,5000.00,-94.77,floor-gap-or-value-landing,new 5000 exact signature 5000 AND below legendary floor 8000 (RARIETY_FLOORS per pricing_engine.py:56)
Shard Solitaire (Jacinth),Keys from the Golden Vault,94672.13,5000.00,-94.72,floor-gap-or-value-landing,new 5000 exact signature 5000 AND below legendary floor 8000 (RARIETY_FLOORS per pricing_engine.py:56)
Shard Solitaire (Ruby),Keys from the Golden Vault,94672.13,5000.00,-94.72,floor-gap-or-value-landing,new 5000 exact signature 5000 AND below legendary floor 8000 (RARIETY_FLOORS per pricing_engine.py:56)
Spell Gem (Diamond),Out of the Abyss,36498.09,5000.00,-86.30,floor-gap-or-value-landing,new 5000 exact signature 5000 AND below legendary floor 8000 (RARIETY_FLOORS per pricing_engine.py:56)
Spell Gem (Ruby),Out of the Abyss,36498.09,5000.00,-86.30,floor-gap-or-value-landing,new 5000 exact signature 5000 AND below legendary floor 8000 (RARIETY_FLOORS per pricing_engine.py:56)
Luminous War Pick,Phandelver and Below: The Shattered Obelisk,978.96,1817.56,85.66,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Ruinous Flail,The Book of Many Things,852.18,1527.21,79.21,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Ghallanda Cauldron,Exploring Eberron (2024),79.29,137.84,73.84,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Sword of the Paruns,Guildmasters' Guide to Ravnica,5964.90,1700.83,-71.49,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Wand Sheath,Eberron: Rising from the Last War,77.34,131.39,69.89,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Lucent Destroyer,Bigby Presents: Glory of the Giants,12445.55,3777.24,-69.65,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Thunderbuss,Bigby Presents: Glory of the Giants,5018.69,1529.26,-69.53,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Baleful Talon,The Book of Many Things,4683.12,1587.97,-66.09,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Tankard of Plenty,Hoard of the Dragon Queen,319.68,115.58,-63.85,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Dragon Thighbone Club,Storm King's Thunder,4676.92,1809.39,-61.31,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Falkir's Helm of Pigheadedness,Waterdeep: Dungeon of the Mad Mage,536.35,218.04,-59.35,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Mind Flayer Skull,Waterdeep: Dungeon of the Mad Mage,713.57,291.73,-59.12,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Jade Serpent Staff,Waterdeep: Dungeon of the Mad Mage,713.57,291.73,-59.12,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Piercer,Acquisitions Incorporated,1075.82,1698.92,57.92,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Needle of Mending,Explorer's Guide to Wildemount,1392.85,2166.94,55.58,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Rod of Wild Dominion,Exploring Eberron (2024),9415.66,14647.17,55.56,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Battle Rod,Exploring Eberron (2024),174.85,271.99,55.56,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Shield of the Uven Rune,Waterdeep: Dungeon of the Mad Mage,19239.64,9503.74,-50.60,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Infiltrator's Key (Awakened),Explorer's Guide to Wildemount,68365.19,34153.97,-50.04,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Scale of Kethelrax,Frontiers of Eberron: Quickstone,848.22,1264.37,49.06,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Silvered Shortsword,Dungeon Master's Guide (2024),167.47,246.48,47.18,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bane Maul,Exploring Eberron (2024),16290.54,8777.04,-46.12,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bane Greataxe,Exploring Eberron (2024),16148.93,8701.03,-46.12,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bane Greatsword,Exploring Eberron (2024),16087.74,8668.18,-46.12,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bane Pike,Exploring Eberron (2024),15950.14,8594.32,-46.12,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bane Greatclub,Exploring Eberron (2024),15716.79,8469.07,-46.11,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bane Glaive,Exploring Eberron (2024),15513.99,8360.21,-46.11,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bane Lance,Exploring Eberron (2024),15513.99,8360.21,-46.11,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bane Halberd,Exploring Eberron (2024),15513.99,8360.21,-46.11,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bane Warhammer,Exploring Eberron (2024),15441.60,8321.36,-46.11,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bane Trident,Exploring Eberron (2024),15353.01,8273.80,-46.11,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bane Battleaxe,Exploring Eberron (2024),15353.01,8273.80,-46.11,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bane Morningstar,Exploring Eberron (2024),15353.01,8273.80,-46.11,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bane Longsword,Exploring Eberron (2024),15238.80,8212.50,-46.11,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bane Rapier,Exploring Eberron (2024),15077.83,8126.10,-46.11,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bane War Pick,Exploring Eberron (2024),15077.83,8126.10,-46.11,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bane Flail,Exploring Eberron (2024),15077.83,8126.10,-46.11,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bane Mace,Exploring Eberron (2024),14779.26,7965.84,-46.10,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bane Quarterstaff,Exploring Eberron (2024),14779.26,7965.84,-46.10,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bane Scimitar,Exploring Eberron (2024),14665.05,7904.53,-46.10,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bane Whip,Exploring Eberron (2024),14665.05,7904.53,-46.10,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bane Spear,Exploring Eberron (2024),14665.05,7904.53,-46.10,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bane Club,Exploring Eberron (2024),14504.08,7818.13,-46.10,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bane Javelin,Exploring Eberron (2024),14504.08,7818.13,-46.10,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bane Shortsword,Exploring Eberron (2024),14504.08,7818.13,-46.10,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bane Light Hammer,Exploring Eberron (2024),14504.08,7818.13,-46.10,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bane Sickle,Exploring Eberron (2024),14504.08,7818.13,-46.10,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
Bane Handaxe,Exploring Eberron (2024),14504.08,7818.13,-46.10,ml-variance,no wave1/stealth/floor/match signature → ML retrain / variant-stat / rule-blend variance
