"Name","Source","Type Code","Type","Rarity","Attunement","Price (gp)","Price Formatted","Price Low","Price High","Confidence","Price Source","URL","Notes","Has Reference"
"+1 Adamantine Brass Knuckles","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","435.41","435 gp","348 gp","522 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20brass%20knuckles_callfromthedeep","","True"
"+1 Adamantine Butterfly Staff","Call from the Deep","M","Melee Weapon","Uncommon","No","435.41","435 gp","348 gp","522 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20butterfly%20staff_callfromthedeep","","True"
"+1 Adamantine Candlemaker's Club","Call from the Deep","M","Melee Weapon","Uncommon","No","801.99","801 gp","641 gp","962 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20candlemaker's%20club_callfromthedeep","","True"
"+1 Adamantine Catchpole","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","548.35","548 gp","438 gp","658 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20catchpole_callfromthedeep","","True"
"+1 Adamantine Cavalry Flail","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","923.0","923 gp","738 gp","1,107 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20cavalry%20flail_callfromthedeep","","True"
"+1 Adamantine Cavalry Hammer","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","923.0","923 gp","738 gp","1,107 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20cavalry%20hammer_callfromthedeep","","True"
"+1 Adamantine Cavalry Pick","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","923.0","923 gp","738 gp","1,107 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20cavalry%20pick_callfromthedeep","","True"
"+1 Adamantine Chakram","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","435.41","435 gp","348 gp","522 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20chakram_callfromthedeep","","True"
"+1 Adamantine Claymore","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","776.96","776 gp","621 gp","932 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20claymore_callfromthedeep","","True"
"+1 Adamantine Club","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","484.05","484 gp","387 gp","580 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20club_callfromthedeep","","True"
"+1 Adamantine Composite Longbow","Call from the Deep","R|XPHB","Ranged Weapon","Uncommon","No","586.55","586 gp","469 gp","703 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20composite%20longbow_callfromthedeep","","True"
"+1 Adamantine Composite Shortbow","Call from the Deep","R|XPHB","Ranged Weapon","Uncommon","No","484.05","484 gp","387 gp","580 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20composite%20shortbow_callfromthedeep","","True"
"+1 Adamantine Dagger","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","435.41","435 gp","348 gp","522 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20dagger_callfromthedeep","","True"
"+1 Adamantine Dandelion Spear","Call from the Deep","M","Melee Weapon","Uncommon","No","663.64","663 gp","530 gp","796 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20dandelion%20spear_callfromthedeep","","True"
"+1 Adamantine Dart","Call from the Deep","R|XPHB","Ranged Weapon","Uncommon","No","338.13","338 gp","270 gp","405 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20dart_callfromthedeep","","True"
"+1 Adamantine Double Blade","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","548.35","548 gp","438 gp","658 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20double%20blade_callfromthedeep","","True"
"+1 Adamantine Double Spear","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","532.69","532 gp","426 gp","639 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20double%20spear_callfromthedeep","","True"
"+1 Adamantine Double-Bladed Scimitar","Call from the Deep","M","Melee Weapon","Uncommon","No","663.64","663 gp","530 gp","796 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20double-bladed%20scimitar_callfromthedeep","","True"
"+1 Adamantine Dragon Pistol","Call from the Deep","R|XPHB","Ranged Weapon","Uncommon","No","635.19","635 gp","508 gp","762 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20dragon%20pistol_callfromthedeep","","True"
"+1 Adamantine Dragon Rifle","Call from the Deep","R|XPHB","Ranged Weapon","Uncommon","No","737.69","737 gp","590 gp","885 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20dragon%20rifle_callfromthedeep","","True"
"+1 Adamantine Drive Shaft","Call from the Deep","M","Melee Weapon","Uncommon","No","953.13","953 gp","762 gp","1,143 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20drive%20shaft_callfromthedeep","","True"
"+1 Adamantine Elite Rapier","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","586.55","586 gp","469 gp","703 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20elite%20rapier_callfromthedeep","","True"
"+1 Adamantine Fan","Call from the Deep","M","Melee Weapon","Uncommon","No","435.41","435 gp","348 gp","522 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20fan_callfromthedeep","","True"
"+1 Adamantine Field Spear","Call from the Deep","M","Melee Weapon","Uncommon","No","435.41","435 gp","348 gp","522 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20field%20spear_callfromthedeep","","True"
"+1 Adamantine Fighting Chain","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","512.5","512 gp","410 gp","615 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20fighting%20chain_callfromthedeep","","True"
"+1 Adamantine Fighting Chain, Brutal","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","561.14","561 gp","448 gp","673 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20fighting%20chain,%20brutal_callfromthedeep","","True"
"+1 Adamantine Fighting Chain, Hook","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","512.5","512 gp","410 gp","615 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20fighting%20chain,%20hook_callfromthedeep","","True"
"+1 Adamantine Fighting Chain, Sickle","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","512.5","512 gp","410 gp","615 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20fighting%20chain,%20sickle_callfromthedeep","","True"
"+1 Adamantine Flail","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","586.55","586 gp","469 gp","703 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20flail_callfromthedeep","","True"
"+1 Adamantine Flame Bellows","Call from the Deep","R|XPHB","Ranged Weapon","Uncommon","No","808.67","808 gp","646 gp","970 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20flame%20bellows_callfromthedeep","","True"
"+1 Adamantine Frying Pan","Call from the Deep","M","Melee Weapon","Uncommon","No","561.14","561 gp","448 gp","673 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20frying%20pan_callfromthedeep","","True"
"+1 Adamantine Gladiator Net","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","548.35","548 gp","438 gp","658 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20gladiator%20net_callfromthedeep","","True"
"+1 Adamantine Glaive","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","663.64","663 gp","530 gp","796 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20glaive_callfromthedeep","","True"
"+1 Adamantine Greataxe","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","776.96","776 gp","621 gp","932 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20greataxe_callfromthedeep","","True"
"+1 Adamantine Greatclub","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","699.49","699 gp","559 gp","839 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20greatclub_callfromthedeep","","True"
"+1 Adamantine Greatsword","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","766.14","766 gp","612 gp","919 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20greatsword_callfromthedeep","","True"
"+1 Adamantine Guardian Poleaxe","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","692.09","692 gp","553 gp","830 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20guardian%20poleaxe_callfromthedeep","","True"
"+1 Adamantine Halberd","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","663.64","663 gp","530 gp","796 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20halberd_callfromthedeep","","True"
"+1 Adamantine Hand Claws","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","484.05","484 gp","387 gp","580 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20hand%20claws_callfromthedeep","","True"
"+1 Adamantine Hand Crossbow","Call from the Deep","R|XPHB","Ranged Weapon","Uncommon","No","512.5","512 gp","410 gp","615 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20hand%20crossbow_callfromthedeep","","True"
"+1 Adamantine Handaxe","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","484.05","484 gp","387 gp","580 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20handaxe_callfromthedeep","","True"
"+1 Adamantine Heavy Crossbow","Call from the Deep","R|XPHB","Ranged Weapon","Uncommon","No","740.73","740 gp","592 gp","888 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20heavy%20crossbow_callfromthedeep","","True"
"+1 Adamantine Hooked Shortspear","Call from the Deep","M","Melee Weapon","Uncommon","No","484.05","484 gp","387 gp","580 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20hooked%20shortspear_callfromthedeep","","True"
"+1 Adamantine Hoopak","Call from the Deep","M","Melee Weapon","Uncommon","No","484.05","484 gp","387 gp","580 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20hoopak_callfromthedeep","","True"
"+1 Adamantine Iron Tea Kettle","Call from the Deep","M","Melee Weapon","Uncommon","No","586.55","586 gp","469 gp","703 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20iron%20tea%20kettle_callfromthedeep","","True"
"+1 Adamantine Javelin","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","484.05","484 gp","387 gp","580 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20javelin_callfromthedeep","","True"
"+1 Adamantine Knightly Lance","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","766.14","766 gp","612 gp","919 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20knightly%20lance_callfromthedeep","","True"
"+1 Adamantine Knightly Sword","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","1123.0","1,123 gp","898 gp","1,347 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20knightly%20sword_callfromthedeep","","True"
"+1 Adamantine Lance","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","663.64","663 gp","530 gp","796 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20lance_callfromthedeep","","True"
"+1 Adamantine Light Crossbow","Call from the Deep","R|XPHB","Ranged Weapon","Uncommon","No","650.85","650 gp","520 gp","781 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20light%20crossbow_callfromthedeep","","True"
"+1 Adamantine Light Hammer","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","484.05","484 gp","387 gp","580 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20light%20hammer_callfromthedeep","","True"
"+1 Adamantine Light Repeating Crossbow","Call from the Deep","R","Ranged Weapon","Uncommon","No","650.85","650 gp","520 gp","781 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20light%20repeating%20crossbow_callfromthedeep","","True"
"+1 Adamantine Lom Lom Dagger","Call from the Deep","M","Melee Weapon","Uncommon","No","435.41","435 gp","348 gp","522 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20lom%20lom%20dagger_callfromthedeep","","True"
"+1 Adamantine Longbow","Call from the Deep","R|XPHB","Ranged Weapon","Uncommon","No","586.55","586 gp","469 gp","703 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20longbow_callfromthedeep","","True"
"+1 Adamantine Longsword","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","535.0","535 gp","428 gp","642 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20longsword_callfromthedeep","","True"
"+1 Adamantine Mace","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","532.69","532 gp","426 gp","639 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20mace_callfromthedeep","","True"
"+1 Adamantine Maul","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","801.99","801 gp","641 gp","962 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20maul_callfromthedeep","","True"
"+1 Adamantine Military Fork","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","786.33","786 gp","629 gp","943 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20military%20fork_callfromthedeep","","True"
"+1 Adamantine Morningstar","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","635.19","635 gp","508 gp","762 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20morningstar_callfromthedeep","","True"
"+1 Adamantine Musket","Call from the Deep","R|XPHB","Ranged Weapon","Uncommon","No","801.99","801 gp","641 gp","962 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20musket_callfromthedeep","","True"
"+1 Adamantine Nakudama Bubble Rod","Call from the Deep","R","Ranged Weapon","Uncommon","No","537.91","537 gp","430 gp","645 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20nakudama%20bubble%20rod_callfromthedeep","","True"
"+1 Adamantine Parrying Dagger","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","435.41","435 gp","348 gp","522 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20parrying%20dagger_callfromthedeep","","True"
"+1 Adamantine Pike","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","740.73","740 gp","592 gp","888 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20pike_callfromthedeep","","True"
"+1 Adamantine Pistol","Call from the Deep","R|XPHB","Ranged Weapon","Uncommon","No","723.0","723 gp","578 gp","867 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20pistol_callfromthedeep","","True"
"+1 Adamantine Polearm","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","814.78","814 gp","651 gp","977 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20polearm_callfromthedeep","","True"
"+1 Adamantine Punch Knife","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","512.5","512 gp","410 gp","615 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20punch%20knife_callfromthedeep","","True"
"+1 Adamantine Punching Dagger","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","435.41","435 gp","348 gp","522 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20punching%20dagger_callfromthedeep","","True"
"+1 Adamantine Quarterstaff","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","532.69","532 gp","426 gp","639 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20quarterstaff_callfromthedeep","","True"
"+1 Adamantine Rapier","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","586.55","586 gp","469 gp","703 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20rapier_callfromthedeep","","True"
"+1 Adamantine Repeater Crossbow","Call from the Deep","R|XPHB","Ranged Weapon","Uncommon","No","674.46","674 gp","539 gp","809 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20repeater%20crossbow_callfromthedeep","","True"
"+1 Adamantine Repeater Crossbow, Hand","Call from the Deep","R|XPHB","Ranged Weapon","Uncommon","No","512.5","512 gp","410 gp","615 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20repeater%20crossbow,%20hand_callfromthedeep","","True"
"+1 Adamantine Repeater Crossbow, Heavy","Call from the Deep","R|XPHB","Ranged Weapon","Uncommon","No","748.13","748 gp","598 gp","897 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20repeater%20crossbow,%20heavy_callfromthedeep","","True"
"+1 Adamantine Repeater Needler","Call from the Deep","R|XPHB","Ranged Weapon","Uncommon","No","810.0","810 gp","648 gp","972 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20repeater%20needler_callfromthedeep","","True"
"+1 Adamantine Repeater Slinger","Call from the Deep","R|XPHB","Ranged Weapon","Uncommon","No","692.09","692 gp","553 gp","830 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20repeater%20slinger_callfromthedeep","","True"
"+1 Adamantine Returning Club","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","484.05","484 gp","387 gp","580 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20returning%20club_callfromthedeep","","True"
"+1 Adamantine Sabre","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","586.55","586 gp","469 gp","703 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20sabre_callfromthedeep","","True"
"+1 Adamantine Scimitar","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","512.5","512 gp","410 gp","615 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20scimitar_callfromthedeep","","True"
"+1 Adamantine Secret Stone Sword","Call from the Deep","M","Melee Weapon","Uncommon","No","435.41","435 gp","348 gp","522 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20secret%20stone%20sword_callfromthedeep","","True"
"+1 Adamantine Sheathed Staff","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","561.14","561 gp","448 gp","673 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20sheathed%20staff_callfromthedeep","","True"
"+1 Adamantine Shepherd Crook","Call from the Deep","M","Melee Weapon","Uncommon","No","532.69","532 gp","426 gp","639 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20shepherd%20crook_callfromthedeep","","True"
"+1 Adamantine Shortbow","Call from the Deep","R|XPHB","Ranged Weapon","Uncommon","No","484.05","484 gp","387 gp","580 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20shortbow_callfromthedeep","","True"
"+1 Adamantine Shortsword","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","484.05","484 gp","387 gp","580 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20shortsword_callfromthedeep","","True"
"+1 Adamantine Shovel","Call from the Deep","M","Melee Weapon","Uncommon","No","532.69","532 gp","426 gp","639 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20shovel_callfromthedeep","","True"
"+1 Adamantine Sickle","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","484.05","484 gp","387 gp","580 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20sickle_callfromthedeep","","True"
"+1 Adamantine Side-handle Baton","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","484.05","484 gp","387 gp","580 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20side-handle%20baton_callfromthedeep","","True"
"+1 Adamantine Sling","Call from the Deep","R|XPHB","Ranged Weapon","Uncommon","No","512.5","512 gp","410 gp","615 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20sling_callfromthedeep","","True"
"+1 Adamantine Spear","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","512.5","512 gp","410 gp","615 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20spear_callfromthedeep","","True"
"+1 Adamantine Steel Jaws","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","689.05","689 gp","551 gp","826 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20steel%20jaws_callfromthedeep","","True"
"+1 Adamantine Tapper Sack","Call from the Deep","M","Melee Weapon","Uncommon","No","548.35","548 gp","438 gp","658 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20tapper%20sack_callfromthedeep","","True"
"+1 Adamantine Trident","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","635.19","635 gp","508 gp","762 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20trident_callfromthedeep","","True"
"+1 Adamantine Umbrella","Call from the Deep","M","Melee Weapon","Uncommon","No","484.05","484 gp","387 gp","580 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20umbrella_callfromthedeep","","True"
"+1 Adamantine Vaulter's Axe","Call from the Deep","M","Melee Weapon","Uncommon","No","727.94","727 gp","582 gp","873 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20vaulter's%20axe_callfromthedeep","","True"
"+1 Adamantine Vertebrae Sword","Call from the Deep","M","Melee Weapon","Uncommon","No","537.91","537 gp","430 gp","645 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20vertebrae%20sword_callfromthedeep","","True"
"+1 Adamantine War Pick","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","586.55","586 gp","469 gp","703 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20war%20pick_callfromthedeep","","True"
"+1 Adamantine Warhammer","Call from the Deep","M|XPHB","Melee Weapon","Uncommon","No","650.85","650 gp","520 gp","781 gp","High","Amalgamated (DSA,MSRP,DMPG)","https://5e.tools/items.html#+1%20adamantine%20warhammer_callfromthedeep","","True"
